"","ID","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","comment","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res","prev","x_new","y_new","cor"
"647",1097,"151",10,4,"cu","Kleestadt","Dieburg","Hessen","j","j","j","j",NA,"detected","","",496631.993733775,5527746.87989637,"detected","",496631.9937,5527746.88,""
"648",1098,"151",10,8,"dl","Richen","Dieburg","Hessen","j","j","j","j",NA,"detected","","",494569.191065207,5525980.76326203,"detected","",494569.1911,5525980.763,""
"49",1099,"151",10,9,"c","Klein-Umstadt","Dieburg","Hessen","j","j","j","j",NA,"not detected","Klein Umstadt","",496013.508358546,5526535.41202237,"detected","",496013.5084,5526535.412,""
"1101",1100,"151",10,11,"co","Groß-Zimmern","Dieburg","Hessen","j","j","j","j",NA,"not detected","Groß Zimmern","",999,999,"not detected","",999,999,""
"649",1101,"151",10,12,"co","Semd","Dieburg","Hessen","j","j","j","j",NA,"detected","","",491909.234209014,5524638.79673857,"detected","",491909.2342,5524638.797,""
"1102",1102,"151",10,13,"du","Groß-Umstadt","Dieburg","Hessen",NA,"j","j","j",NA,"not detected","Groß Umstadt","",999,999,"not detected","",999,999,""
"650",1103,"151",10,14,"do","Raibach","Dieburg","Hessen","j","j","j","j",NA,"detected","","",497183.169833305,5524344.38106028,"detected","",497183.1698,5524344.381,""
"651",1104,"151",10,17,"cu","Habitzheim","Dieburg","Hessen","j","j","j","j",NA,"detected","","",491344.432482047,5521937.94865256,"detected","",491344.4325,5521937.949,""
"1226",1105,"151",10,24,"bu","Heubach","Dieburg","Hessen","j","j","j",NA,NA,"multiple entires detected","","",999,999,"multiple entires detected","",497310.8054,5520919.916,"found"
"745",1106,"151",11,7,"au","Wenigumstadt","Dieburg","Hessen",NA,NA,NA,"j",NA,"detected","","",503454.566800397,5527146.54835937,"detected","",503454.5668,5527146.548,""
"652",1107,"151",11,11,"cu","Dorndiel","Dieburg","Hessen","j",NA,NA,NA,NA,"detected","","",501106.732958552,5523754.49317188,"detected","",501106.733,5523754.493,""
"1103",1108,"151",11,15,"ar","Großwallstadt","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"not detected","Großwallstadt","Miltenberg",999,999,"not detected","",999,999,""
"865",1109,"151",11,15,"dl","Kleinwallstadt","BA. Obernburg","RegBez. Unterfranken (Bayern)","j",NA,NA,NA,NA,"detected","","",512014.119280351,5524590.53042911,"detected","",512014.1193,5524590.53,""
"774",1110,"151",11,18,"ac","Mömlingen","BA. Obernburg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,"detected","","",506102.487221655,5522801.67129956,"detected","",506102.4872,5522801.671,""
"1104",1111,"151",11,21,"bl","Wald-Amorbach ","Erbach","Hessen","j","j","j","j",NA,"not detected","Wald-Amorbach","Breuberg",999,999,"not detected","",999,999,""
"1227",1112,"151",11,22,"cu","Hainstadt","Erbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",503020.4183,5520086.23,"found"
"653",1113,"151",11,25,"au","Obernburg","BA. Obernburg","RegBez. Unterfranken (Bayern)","j",NA,NA,NA,NA,"detected","","",493360.248964466,5675662.33821378,"detected","",999,999,"false detected"
"50",1114,"151",13,9,"b","Stockstadt am Rhein","Groß Gerau","Hessen","j","j","j","j",NA,"not detected","Stockstadt","",461658.406054936,5517642.19232883,"detected","",461658.4061,5517642.192,""
"822",1115,"151",13,11,"a","Guntersblum","Oppenheim","Hessen","j","j","j","j",NA,"detected","","",452918.64386154,5516288.16121998,"detected","",452918.6439,5516288.161,""
"51",1116,"151",13,14,"du","Biebesheim am Rhein","Groß Gerau","Hessen","j","j","j","j",NA,"not detected","Biebesheim","",461483.210087252,5514263.40161509,"detected","",461483.2101,5514263.402,""
"851",1117,"151",13,16,"cu","Alsheim","Worms","Hessen","j","j","j","j",NA,"detected","","",452469.05882818,5512634.02425655,"detected","",452469.0588,5512634.024,""
"800",1118,"151",13,17,"ao","Gimbsheim","Worms","Hessen","j",NA,NA,NA,NA,"detected","","",455067.658824787,5514201.76755268,"detected","",455067.6588,5514201.768,""
"1269",1119,"151",13,23,"cu","Eich","Worms","Hessen","j","j","j",NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",456957.2338,5510984.222,"found"
"654",1120,"151",13,25,"c","Gernsheim","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",462644.392350497,5511431.15730166,"detected","",462644.3924,5511431.157,""
"1228",1121,"151",14,5,"c","Eberstadt","Darmstadt","Hessen",NA,"j","j",NA,NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",474592.1531,5518533.089,"found"
"655",1122,"151",14,6,"au","Crumstadt","Groß Gerau","Hessen","j","j","j","j",NA,"detected","","",465061.073188364,5517541.25907795,"detected","",465061.0732,5517541.259,""
"656",1123,"151",14,7,"b","Eschollbrücken","Darmstadt","Hessen",NA,"j","j","j",NA,"detected","","",468811.32712543,5517807.36007741,"detected","",468811.3271,5517807.36,""
"1270",1124,"151",14,7,"d","Eich","Darmstadt","Hessen","j",NA,NA,NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",999,999,"not found"
"657",1125,"151",14,12,"bu","Hahn","Darmstadt","Hessen","j","j","j","j",NA,"detected","","",468051.706575005,5515888.31885622,"detected","",468051.7066,5515888.319,""
"658",1126,"151",14,24,"c","Bickenbach","Bensheim","Hessen","j","j","j","j",NA,"detected","","",472080.50937189,5511374.19890197,"detected","",472080.5094,5511374.199,""
"1105",1127,"151",14,25,"ao","Seeheim-Jugenheim","Bensheim","Hessen","j","j","j",NA,NA,"not detected","Seeheim","",999,999,"multiple entires detected","",474414.5493,5512930.318,"found (two entries in Wenker but with same location, differ only in â€œorg_nameâ€)"
"52",1128,"151",15,2,"cl","Nieder-Ramstadt","Darmstadt","Hessen","j","j",NA,NA,NA,"not detected","Nieder Ramstadt","",478631.332318028,5519416.15679796,"detected","",478631.3323,5519416.157,""
"53",1129,"151",15,3,"co","Ober-Ramstadt","Darmstadt","Hessen","j","j","j","j",NA,"not detected","Ober Ramstadt","",481804.009301077,5519649.12048749,"detected","",481804.0093,5519649.12,""
"1106",1130,"151",15,9,"co","Wembach-Hahn ","Dieburg","Hessen","j","j","j","j",NA,"not detected","Wembach-Hahn","Ober-Ramstadt",999,999,"not detected","",999,999,""
"1107",1131,"151",15,10,"cu","Groß-Bieberau ","Dieburg","Hessen","j","j","j","j",NA,"not detected","Groß-Bieberau","Darmstadt-Dieburg",999,999,"not detected","",999,999,""
"54",1132,"151",15,13,"ao","Nieder-Modau","Dieburg","Hessen","j","j","j","j",NA,"not detected","Niedermodau","",481152.07230067,5516260.30417776,"detected","",481152.0723,5516260.304,""
"1229",1133,"151",15,13,"bo","Rohrbach","Dieburg","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",482929.4228,5516187.683,"found"
"55",1134,"151",15,13,"cl","Ober-Modau","Dieburg","Hessen","j","j","j","j",NA,"not detected","Obermodau","",481299.543282081,5515203.56479137,"detected","",481299.5433,5515203.565,""
"659",1135,"151",15,17,"au","Neutsch","Dieburg","Hessen","j","j","j","j",NA,"detected","","",479401.040148177,5513787.34597772,"detected","",479401.0401,5513787.346,""
"660",1136,"151",15,19,"do","Lichtenberg","Dieburg","Hessen","j","j",NA,NA,NA,"detected","","",486052.781688572,5513388.065199,"detected","",486052.7817,5513388.065,""
"661",1137,"151",16,1,"al","Reinheim","Dieburg","Hessen","j","j","j","j",NA,"detected","","",488040.28845018,5519965.22959524,"detected","",488040.2885,5519965.23,""
"662",1138,"151",16,1,"co","Ueberau","Dieburg","Hessen","j","j","j","j",NA,"detected","","",488973.543041414,5519151.61430403,"detected","",488973.543,5519151.614,""
"663",1139,"151",16,4,"co","Wiebelsbach","Dieburg","Hessen","j",NA,NA,NA,NA,"detected","","",495871.218388,5518941.7973863,"detected","",495871.2184,5518941.797,""
"56",1140,"151",16,7,"bl","Ober-Klingen","Dieburg","Hessen","j",NA,NA,NA,NA,"not detected","Ober Klingen","",492070.930162949,5517322.79916337,"detected","",492070.9302,5517322.799,""
"1230",1141,"151",16,10,"cu","Höchst","Erbach","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"multiple entires detected","",999,999,"not found (probably â€œHÃ¶chst im Odenwaldâ€, which is not in wenker)"
"664",1142,"151",16,13,"do","Hassenroth","Erbach","Hessen","j","j","j","j",NA,"detected","","",495314.231010826,5515339.9907396,"detected","",495314.231,5515339.991,""
"665",1143,"151",16,16,"bu","Wersau","Dieburg","Hessen","j","j","j","j",NA,"detected","","",490194.052184701,5513945.98378393,"detected","",490194.0522,5513945.984,""
"666",1144,"151",16,18,"br","Hummetroth","Erbach","Hessen","j","j","j","j",NA,"detected","","",495521.999488234,5514172.41922353,"detected","",495521.9995,5514172.419,""
"57",1145,"151",16,19,"cu","Ober-Kinzig","Erbach","Hessen","j","j","j","j","Eigentlich Ober-Kinzig, auf dem Zettel aber als Oberkinzig vermerkt","not detected","Oberkinzig","",496139.905443416,5512437.53078225,"detected","",496139.9054,5512437.531,""
"1108",1146,"151",16,25,"bu","Etzen-Gesäß ","Erbach","Hessen","j",NA,NA,NA,NA,"not detected","Etzen-Gesäß","Bad König",999,999,"not detected","",999,999,""
"667",1147,"151",17,1,"cu","Sandbach","Erbach","Hessen","j","j","j","j",NA,"detected","","",501287.658371939,5518473.41018796,"detected","",501287.6584,5518473.41,""
"1109",1148,"151",17,2,"cu","Neustadt ","Erbach","Hessen","j","j","j",NA,NA,"not detected","Neustadt","Breuberg",999,999,"not detected","",999,999,""
"668",1149,"151",17,2,"du","Rai-Breitenbach","Erbach","Hessen","j","j",NA,NA,NA,"detected","","",503762.589972311,5518007.60807537,"detected","",503762.59,5518007.608,""
"1261",1150,"151",17,10,"c","Erlenbach","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j",NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",999,999,"not found, probably â€œErlenbach am Mainâ€ "
"669",1151,"151",17,12,"cu","Rimhorn","Erbach","Hessen","j","j","j","j",NA,"detected","","",502929.843150414,5514716.14174038,"detected","",502929.8432,5514716.142,""
"670",1152,"151",17,13,"c","Lützel-Wiebelsbach","Erbach","Hessen","j","j","j","j",NA,"detected","","",505542.615411519,5515040.61457072,"detected","",505542.6154,5515040.615,""
"671",1153,"151",17,21,"bu","Fürstengrund","Erbach","Hessen","j",NA,NA,NA,NA,"detected","","",502369.646395233,5511758.47392911,"detected","",502369.6464,5511758.474,""
"672",1154,"151",17,23,"bu","Haingrund","Erbach","Hessen","j","j","j","j",NA,"detected","","",507374.387183317,5512530.12715618,"detected","",507374.3872,5512530.127,""
"866",1155,"151",18,2,"a","Rück","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",514843.958613999,5519827.86145781,"detected","",514843.9586,5519827.861,""
"908",1156,"151",18,3,"co","Sommerau","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",518383.856540937,5519394.03821438,"detected","",518383.8565,5519394.038,""
"804",1157,"151",18,16,"ar","Klingenberg am Main","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"not detected","Klingenberg","",513109.730423434,5514308.7693523,"detected","",513109.7304,5514308.769,""
"58",1158,"151",19,5,"cu","Klein-Rohrheim","Groß Gerau","Hessen","j","j","j","j",NA,"not detected","Klein-Rohrhein","",463270.072774651,5509158.71629509,"detected","",463270.0728,5509158.716,""
"746",1159,"151",19,11,"du","Rheindürkheim","Worms","Hessen","j","j","j","j",NA,"detected","","",453694.923595163,5505229.48825919,"detected","",453694.9236,5505229.488,""
"673",1160,"151",19,17,"cu","Nordheim","Bensheim","Hessen","j","j","j","j",NA,"detected","","",455859.564859464,5503588.11896052,"detected","",455859.5649,5503588.119,""
"674",1161,"151",19,18,"cl","Wattenheim","Bensheim","Hessen","j",NA,NA,NA,NA,"detected","","",457296.477890353,5503754.50324719,"detected","",457296.4779,5503754.503,""
"675",1162,"151",20,3,"cl","Hähnlein","Bensheim","Hessen","j","j","j","j",NA,"detected","","",469303.143929935,5509387.96413236,"detected","",469303.1439,5509387.964,""
"1110",1163,"151",20,7,"cu","Langwaden ","Bensheim","Hessen","j","j","j","j",NA,"not detected","Langwaden","Bensheim",999,999,"not detected","",999,999,""
"676",1164,"151",20,9,"cl","Zwingenberg","Bensheim","Hessen",NA,"j","j","j",NA,"detected","","",472084.913479547,5508038.71349993,"detected","",472084.9135,5508038.713,""
"677",1165,"151",20,10,"ao","Balkhausen","Bensheim","Hessen","j","j","j","j",NA,"detected","","",475504.737208495,5508778.18949864,"detected","",475504.7372,5508778.189,""
"678",1166,"151",20,13,"cl","Fehlheim","Bensheim","Hessen","j","j","j","j",NA,"detected","","",469015.473515729,5505709.46981419,"detected","",469015.4735,5505709.47,""
"679",1167,"151",20,14,"du","Auerbach","Bensheim","Hessen","j","j","j","j",NA,"detected","","",472691.649808392,5505433.97218487,"detected","",472691.6498,5505433.972,""
"680",1168,"151",20,15,"ao","Hochstädten","Bensheim","Hessen","j","j","j","j",NA,"detected","","",474911.884310523,5506812.9970985,"detected","",474911.8843,5506812.997,""
"1262",1169,"151",21,2,"ar","Allertshausen","Dieburg","Hessen","j","j","j",NA,NA,"detected","","",999,999,"not an unique name","prev. not unique",999,999,"no such Wenker-place"
"681",1170,"151",21,3,"b","Lützelbach","Dieburg","Hessen","j","j","j","j",NA,"detected","","",483190.773494498,5509971.8411827,"detected","",483190.7735,5509971.841,""
"682",1171,"151",21,4,"b","Steinau","Dieburg","Hessen","j","j","j","j",NA,"detected","","",551954.705192337,5604701.35528724,"detected","",999,999,"false detected"
"1231",1172,"151",21,11,"b","Reichenbach","Bensheim","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",477853.0628,5506755.697,"found"
"683",1173,"151",21,13,"do","Kolmbach","Bensheim","Hessen","j","j","j","j",NA,"detected","","",482443.392837282,5506127.37788915,"detected","",482443.3928,5506127.378,""
"684",1174,"151",21,15,"c","Klein-Gumpen","Erbach","Hessen","j","j","j","j",NA,"detected","","",487236.878893745,5505591.41725153,"detected","",487236.8789,5505591.417,""
"1111",1175,"151",21,17,"bl","Knoden ","Bensheim","Hessen",NA,"j","j","j",NA,"not detected","Knoden","Lautertal",999,999,"not detected","",999,999,""
"685",1176,"151",21,17,"dl","Schannenbach","Bensheim","Hessen",NA,"j","j","j",NA,"detected","","",479876.541585514,5504179.53749995,"detected","",479876.5416,5504179.537,""
"1232",1177,"151",21,18,"du","Schlierbach","Bensheim","Hessen","j","j","j","j",NA,"multiple entires detected","","",999,999,"not an unique name","prev. not unique",483105.6836,5503479.196,"found"
"686",1178,"151",21,19,"c","Lindenfels","Bensheim","Hessen","j","j","j","j",NA,"detected","","",484007.943974921,5503665.46411588,"detected","",484007.944,5503665.464,""
"687",1179,"151",21,23,"du","Ellenbach","Heppenheim","Hessen","j","j","j","j",NA,"detected","","",483272.60378717,5501466.33493275,"detected","",483272.6038,5501466.335,""
"59",1180,"151",22,1,"b","Fränkisch-Crumbach","Dieburg","Hessen","j","j","j",NA,NA,"not detected","Fränkisch Crumbach","",489704.879819714,5510378.00529429,"detected","",489704.8798,5510378.005,""
"60",1181,"151",22,2,"du","Ober-Kainsbach","Erbach","Hessen","j",NA,NA,NA,NA,"not detected","Ober Kainsbach","",492900.507186333,5507982.50462291,"detected","",492900.5072,5507982.505,""
"1112",1182,"151",22,9,"c","Langen-Brombach","Erbach","Hessen","j",NA,NA,NA,NA,"not detected","Langen Brombach","",999,999,"not detected","",999,999,""
"1113",1183,"151",22,11,"a","Reichelsheim ","Friedberg","Hessen",NA,"j",NA,NA,NA,"not detected","Reichelsheim","Wetterau",999,999,"not detected","",999,999,""
"688",1184,"151",22,14,"au","Rehbach","Erbach","Hessen","j",NA,NA,NA,NA,"detected","","",496510.300082107,5506088.92840778,"detected","",496510.3001,5506088.928,""
"689",1185,"151",22,16,"b","Unter-Ostern","Erbach","Hessen","j","j",NA,"j",NA,"detected","","",489939.236157212,5504674.05558946,"detected","",489939.2362,5504674.056,""
"690",1186,"151",22,19,"cu","Steinbuch","Erbach","Hessen","j","j","j","j",NA,"detected","","",496450.813505828,5503331.7345515,"detected","",496450.8135,5503331.735,""
"691",1187,"151",22,22,"co","Erzbach","Erbach","Hessen","j","j",NA,NA,NA,"detected","","",490375.280785633,5502483.04128285,"detected","",490375.2808,5502483.041,""
"61",1188,"151",22,23,"bu","Ober-Mossau","Erbach","Hessen","j",NA,NA,NA,NA,"not detected","Ober Mossau","",494610.390044615,5502421.58854814,"detected","",494610.39,5502421.589,""
"62",1189,"151",23,1,"co","Bad König","Erbach","Hessen","j","j","j","j",NA,"not detected","König","",500288.185253937,5510212.56336264,"detected","",500288.1853,5510212.563,""
"692",1190,"151",23,6,"au","Momart","Erbach","Hessen","j","j",NA,"j",NA,"detected","","",500951.363149464,5508211.40882434,"detected","",500951.3631,5508211.409,""
"1114",1191,"151",23,12,"c","Weiten-Gesäß ","Erbach","Hessen","j","j","j","j",NA,"not detected","Weiten-Gesäß","Michelstadt",999,999,"not detected","",999,999,""
"693",1192,"151",23,13,"b","Vielbrunn","Erbach","Hessen","j","j","j","j",NA,"detected","","",507079.498116418,5506737.27013939,"detected","",507079.4981,5506737.27,""
"694",1193,"151",24,1,"a","Laudenbach","BA. Miltenberg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,"detected","","",556908.629371668,5675984.78859843,"detected","",999,999,"false detected"
"932",1194,"151",24,5,"au","Freudenberg","AB. Wertheim","Baden",NA,"j","j","j",NA,"detected","","",523433.272825328,5511041.5866143,"detected","",523433.2728,5511041.587,""
"891",1195,"151",24,8,"du","Bürgstadt","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",519233.203142643,5507078.10415042,"detected","",519233.2031,5507078.104,""
"892",1196,"151",24,13,"dl","Miltenberg","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,"detected","","",518495.893955499,5505552.36817307,"detected","",518495.894,5505552.368,""
"1263",1197,"151",25,3,"co","Hofheim","Bensheim","Hessen","j","j","j","j",NA,"detected","","",999,999,"not an unique name","prev. not unique",457387.6122,5500662.867,"found"
"695",1198,"151",25,9,"au","Bürstadt","Bensheim","Hessen","j","j","j","j",NA,"detected","","",460377.759746243,5498950.22558628,"detected","",460377.7597,5498950.226,""
